question,answer,intent
캐러멜마키아토 엄청 달겠네요?,네 단 거 좋아하시면 괜찮으실 거예요,메뉴문의
캐러멜 소스를 위에 올려주나요?,캐러멜 소스는 우유에 넣어드립니다,메뉴문의
캐러멜마키아토는 뭐예요?,캐러멜마키아토는 캐러멜 소스가 들어가서 조금 단 음료입니다,메뉴문의
모든 메뉴를 강하게 로스팅 해요?,네 아닌 것도 있어요,메뉴문의
원두를 좀 많이 태우나요?,네 저희는 로스팅을 많이 해요,메뉴문의
메뉴판 두 번째 메뉴는?,홍차 라테예요,메뉴문의
곡물 라테 따뜻해요?,네 따뜻하게 가능하세요,메뉴문의
쌀아 떼는 뭐예요?,쌀아 떼는 곡물 라테 같은 거예요,메뉴문의
빵은 여기서 만든 거예요?,아뇨 콩 빵만 매장에서 굽습니다,메뉴문의
이건 보리 찰떡인가요?,네 안에 팥이 들어있는 보리 찰떡입니다,메뉴문의
저 음료는 커피 들어있나요?,저 음료에는 소량의 향 정도만 들어있습니다,메뉴문의
케이크 같은 것도 있어요?,케이크는 없고 빵이랑 간단하게 드실 건 있어요,메뉴문의
디카페인으로 가능한가요?,네 가능합니다,메뉴문의
디카페인 콜드브루 있나요?,디카페인 콜드브루는 없습니다,메뉴문의
혹시 디카페인도 있나요?,아메리카노 라테 메뉴 디카페인 주문 가능합니다,메뉴문의
조각 케이크 말고 홀 케이크도 있나요?,네 준비되어 있습니다,메뉴문의
디카페인 커피 있나요?,네 모든 커피를 디카페인으로 준비해드릴 수 있어요,메뉴문의
이 매장에서 블랙 슈거 버블티를 파나요?,저희 매장에서는 블랙 슈거 버블티를 팔지 않습니다,메뉴문의
바닐라라테 있나요?,저희 매장에는 바닐라라테가 없습니다,메뉴문의
우유 종류도 고를 수 있을까요?,우유는 한 가지입니다,메뉴문의
커피 원두 종류가 어떻게 되나요?,과일 향이 나는 산미 나는 에티오피아와 나무 향이 나는 브라질 커피가 있습니다,메뉴문의
그러면 케이크 뭐 남았나요?,초코 가나슈와 티라미슈 케이크 남았습니다,메뉴문의
치즈 케이크 있나요?,리코타 멜팅 치즈 케이크 있습니다,메뉴문의
카페인이 들어가지 않은 음료는 무엇이 있나요?,차 종류나 스파클링 음료의 있습니다,메뉴문의
휘핑크림이 올라가는 커피가 뭐가 있죠?,카페모카와 캐러멜마키아토 두 가지가 있습니다,메뉴문의
오렌지 주스는 있나요?,아니요,메뉴문의
휘핑크림이 올라가나요?,기본적으로는 올라가지만 취소하실 수 있습니다,메뉴문의
샌드위치랑 음료 세트도 있나요?,네 세트는 음료 2000원 할인됩니다,메뉴문의
샷은 몇 개 들어가나요?,2개 들어갑니다,메뉴문의
거품 적게 주실 수 있을까요?,네 가능합니다,메뉴문의
톨 사이즈는 샷이 몇 개 들어가나요?,톨은 샷 두 개 들어가세요~,메뉴문의
샷은 몇 개 들어가나요?,제일 작은 사이즈는 샷 한 개만 들어가요,메뉴문의
치즈 조각 케이크 있나요?,네 있습니다,메뉴문의
조각 케이크도 있나요?,네 생크림과  티라미슈 케이크가 있어요,메뉴문의
세트 구성은 없나요?,네 없습니다,메뉴문의
아메리카노 있나요?,네 있습니다,메뉴문의
포인트 적립이 2배인 케이크는 어떤 건가요?,딸기 녹차 크레이프 케이크입니다,메뉴문의
달콤한 커피는 어떤 종류가 있죠?,캐러멜 마키아토와 카페 모카 바닐라 라테가 있습니다,메뉴문의
케이크는 어떤 종류가 있나요?,진열대에 보시면 초코케이크 치즈케이크 당근 케이크가 있습니다,메뉴문의
레몬티는 단 음료인가요?,레몬 청으로 만드는 거라 조금 달아요,메뉴문의
차 종류는 어떤 게 있나요?,블랙 티와 유자차 그리고 레몬티가 있어요,메뉴문의
여기는 커피만 파나요?,주스나 차 종류도 있습니다,메뉴문의
어디서 온 커피가 있나요?,콜롬비아와 에티오피아 중 선택하실 수 있습니다,메뉴문의
당근 케이크 지금 남아있나요?,네 남아 있습니다,메뉴문의
혹시 차류도 시원하게 되나요?,네 따뜻하게 시원하게 모두 됩니다,메뉴문의
아 그럼 겨울에만 판매되는 메뉴는 있나요?,네 겨울에는 집에서 직접 담근 과일청 차 팔고 있어요,메뉴문의
여기 혹시 아침세트 메뉴 있나요?,네 아메리카노 세트 있어요,메뉴문의
베이글은 어떤 종류가 있나요?,블루베리 베이글이랑 크림치즈 베이글 두 가지 있어요,메뉴문의
카페모카 프라푸치노 있나요?,프라푸치노는 없고 비슷한 음료인 아이스 카페모카는 있어요,메뉴문의
단맛이 강한 편인가요?,원하시면 당도를 조절해 드려요,메뉴문의
아메리카노 디카페인 있나요?,디카페인은 없고 1/2카페인은 있습니다,메뉴문의
오늘의 커피는 어떤 건가요?,오늘의 커피는 과테말라입니다,메뉴문의
기본 2샷인가요?,아니오 1샷이요,메뉴문의
라테 한 잔에 샷이 몇 개 들어가나요?,샷은 2개 들어갑니다,메뉴문의
허브티 어떤 게 있어요?,캐머마일 그리고 페퍼민트 있어요,메뉴문의
기본 투 샷인가요?,네,메뉴문의
아이스 아메리카노 기본 몇 샷 들어가나요?,투 샷 들어가는데 원하시면 추가 제거 가능하십니다,메뉴문의
여기 원두는 어떤 걸 쓰나요?,지금 예가체프 원두 사용하고 있어요,메뉴문의
초코 쇼콜라티에 블랙베리 무스 케이크는 뭔가요?,초코무스와 블랙베리 무스로 이루어진 케이크입니다 맛있습니다,메뉴문의
아인슈페너는 무엇인가요?,비엔나커피 같은 것입니다,메뉴문의
많이 달지 않나요?,많이 달지 않습니다,메뉴문의
커피는 몇 샷 들어가나요?,기본적으로 커피는 투 샷 들어갑니다,메뉴문의
토피넛라떼에도 커피가 들어가나요?,네 들어갑니다,메뉴문의
행사 중인 메뉴 있나요?,아침에 샌드위치 구매하시면 아메리카노 천원 할인해드려요,메뉴문의
조금 더 쓴맛이 나는 것은 없나요?,오늘 준비된 원두는 페루 산만 있습니다,메뉴문의
원두는 브라질산인가요?,아니요 페루산입니다,메뉴문의
스무디 종류 있나요?,네 3가지 있습니다,메뉴문의
여기 이 쿠키는 단맛이 강한가요?,버터 쿠키보다 초코 쿠키가 단맛이 조금 덜합니다,메뉴문의
빵이나 샌드위치 메뉴가 있나요?,베이글 샌드위치와 머핀이 있습니다,메뉴문의
아이스 아메리카도 디카페인 가능한가요?,네 가능합니다,메뉴문의
아이스 아메리카노 샷 몇 개 들어가나요?,고객님 아이스 아메리카노는 샷 두 개 들어가요,메뉴문의
커피 메뉴 말고는 없나요?,여기 보시면 티도 있고 디저트 메뉴도 있습니다,메뉴문의
바닐라 라테에는 뭐가 들어가나요?,에스프레소 스팀우유 바닐라 시럽이 들어갑니다,메뉴문의
라테는 어떤 종류가 있나요?,녹차 바닐라 헤이즐넛 라테가 있습니다,메뉴문의
세트 메뉴 있나요?,네 있습니다,메뉴문의
치즈케이크는 어떤 종류가 있나요?,뉴욕 치즈케이크랑 블루베리 치즈케이크가 있습니다,메뉴문의
그리고 케이크 종류는 뭐가 있나요?,치즈 케이크랑 초코케이크 두 종류 있어요,메뉴문의
아이스 아메리카노 얼음 빼고 가능한가요?,음료가 미지근할 수도 있어요,메뉴문의
진열된 케이크밖에 없나요?,조각 케이크는 진열된 종류만 있습니다,메뉴문의
마카롱은 종류가 몇 개인가요?,5종류에요,메뉴문의
케이크는 어떤 게 있나요?,초코무스 케이크와 치즈케이크 블루베리 케이크가 있습니다,메뉴문의
오늘의 커피는 무엇이죠?,콜롬비아산 원두입니다,메뉴문의
어떤 향이 나나요?,꽃 향이 나며 적절한 산미와 깔끔한 맛이 혼합되어 밸런스가 아주 잘 잡힌 원두에요,메뉴문의
오늘 쓰시는 원두는 뭐죠?,에티오피아 산 예가체프라고 커피의 귀부인이라고 불리는 원두에요,메뉴문의
데이바이데이가 뭐예요?,저희가 매일매일 원두를 납품받아서 쓰는데 그날 원두 중에 가장 상태가 좋은 걸로 추출해서 내리는 커피입니다,메뉴문의
고구마라테 아이스도 되나요?,고구마라테는 따뜻하게만 돼요,메뉴문의
여기 카페인 안 들어간 게 있나요?,루이보스랑 유자차 있어요,메뉴문의
전 단것은 별로인데요,아주 단맛이 아닌데요,메뉴문의
어떤 맛인가요,다크초콜릿이 어우러진 달콤한 맛입니다,메뉴문의
리저브는 처음인데요,네 원하시는 원두와 내리는 방법을 선택하실 수 있습니다,메뉴문의
둘 중에 어떤 게 더 잘 나가요?,자몽이 조금 더 잘 나가요,메뉴문의
피지와는 어떤 게 있어요?,라임하고 자몽이 있습니다,메뉴문의
카페인 안 들은 음료는 뭐가 있을까요?,피지와 나 티 종류가 있습니다,메뉴문의
많이 쓴가요?,쓴맛은 많이 없고 산미가 있고 다른 원두들보다 과일향이 나죠,메뉴문의
이 쿠키는 뭐예요?,초코칩 쿠키입니다,메뉴문의
바닐라라테 진하게 가능할까요?,네 그럼 시럽 많이 넣어드릴게요,메뉴문의
머핀이나 케이크도 있나요?,네 초코머핀이랑 치즈케이크 있습니다,메뉴문의
플렛 화이트 아이스도 있나요?,네 있습니다,메뉴문의
그건 달지 않나요?,네 곡물가루만 넣어서 고소하고 따듯해요,메뉴문의
생크림이 올라가는 건 어떤 건가요?,허니 브레드입니다,메뉴문의
브레드 종류는 뭐가 있나요?,허니 브레드와 갈릭 치즈 브레드가 있습니다,메뉴문의
세트 종류가 어떤 게 있죠?,이쪽에서 고르시면 됩니다,메뉴문의
커피와 조각 케이크 세트로 판매하시나요?,네 있습니다,메뉴문의
오늘의 커피는 뭔가요?,아메리카노와 카페모카입니다,메뉴문의
커피 말고 다른 음료는 없나요?,티와 주스가 있습니다,메뉴문의
밀크티는 티를 직접 우려서 나오는 건가요?,네 밀크티는 블랙 티를 우려서 만들고 있어요,메뉴문의
페퍼민트는 없나요?,죄송합니다만 페퍼민트는 방금 전에 다 떨어졌어요,메뉴문의
차 종류는 어떤 게 있나요?,차 종류는 루이보스랑 블랙 티 있어요,메뉴문의
플랫 화이트가 뭔가요?,플랫 화이트는 카페라테보다 우유 양이 좀 적게 들어갔어요,메뉴문의
주스 어떤 종류 있나요?,딸기 주스 바나나 주스 파인애플 주스가 있습니다,메뉴문의
커피음료 아닌 것 뭐가 있나요?,스무디와 주스 있습니다,메뉴문의
디카페인 커피도 판매하나요?,네 저희 매장에서는 디카페인과 하프 디카페인 중에 선택하실 수 있습니다,메뉴문의
딸기 스무디랑 키위 스무디는 생과일인가요?,딸기는 냉동 제품이고 키위는 생과일을 사용하고 있습니다,메뉴문의
카페인이 들어있지 않은 음료 있나요?,티 음료와 스무디에는 카페인 성분이 들어가지 않습니다,메뉴문의
시즌 메뉴와 함께 구성되어 있는 세트 메뉴가 있나요?,네 치즈 케이크와 시즌 메뉴 두 잔으로 구성된 세트 메뉴 있습니다,메뉴문의
디카페인 맞나요?,네 맛있게 드세요,메뉴문의
아이스 아메리카노에 샷이 몇 개 들어가죠?,아이스 아메리카노에 샷은 세 개 들어갑니다,메뉴문의
베이글 크림은 어떤 게 있나요?,어니언 크림이랑 플레인 크림 있습니다,메뉴문의
혹시 아이리시 커피도 판매하나요?,아니요 아이리시 커피는 판매하지 않습니다.,메뉴문의
근데 오늘의 커피는 무슨 커피로 하나요 매번 맛이 다르던데,아 네 오늘은 과테말라 커피입니다,메뉴문의
아메리카노는 어떤 종류가 있나요?,디카페인과 기본 아메리카노 2종류 있습니다.,메뉴문의
밀크티 홍차 종류는 뭐가 있어요?,루이보스, 알쌈 이렇게 두 개 있습니다.
밀크티 있나요?,네 있습니다,메뉴문의
라이트 한 맛의 아이스 아메리카노요?,네, 저희 가게 마스코트 메뉴에요.
혹시 음료 말고 다른 디저트 제공도 되나요?,네 원하시는 디저트 말씀해주세요,메뉴추가문의
음료 한 잔 더 추가되나요?,네 말씀 하세요,메뉴추가문의
어떤 커피가 잘 나가요?,부드러운 거 좋아하시면 블루마운틴 커피, 약간 산미 나는 거 좋아하시면 케냐 커피 많이 드세요
진열된 상품은 뭐예요?,제일 잘나가는 음료를 진열해 둔 거예요,메뉴추천요구
따뜻한 음료 중에는 뭐가 잘 나가나요?,커피 안 좋아하시면 유자 티나 레몬티가 잘 나가요,메뉴추천요구
커피 어떤 게 맛있어요?,단거 좋아하시면 아이슈 페너가 좋고 더치커피도 잘 나갑니다,메뉴추천요구
목이 지금 칼칼하면서 안 좋은데 어떤 거 마시면 좋을까요?,시원하게 페퍼민트 드시는 거 추천드려요,메뉴추천요구
커피 뭐가 잘 나가요?,커피는 따뜻한 아메리카노가 제일 잘나갑니다,메뉴추천요구
주로 많이 나가는 제품은 어떤 것인가요?,깔끔한 맛을 원하시면 아메리카노가 제일 잘나가고, 달달한 맛을 좋아하시면 라테나 바닐라라테처럼 우유 들어간 음료도 많이 찾으세요
라테는 무슨 라테가 잘 나가요?,라테는 그냥 라테가 제일 많이 나갑니다,메뉴추천요구
아메리카노 말고 뭐가 잘 나가요 사장님?,아주머니들 많이 있는 곳에는 라테가 좀 많이 나가고 오피스 지역은 아메리카노,메뉴추천요구
덜 단 거는요?,일반 라테가 달지 않습니다,메뉴추천요구
아가씨 라테 중에서는 따뜻한 거 뭐가 잘 나가요?,바닐라 라테가 가장 잘 나갑니다,메뉴추천요구
아이스커피 중에서는 어떤 게 잘 나가요?,아이스 아메리카노가 가장 잘 나갑니다,메뉴추천요구
