question,answer,intent
단무지 넣어주시는가요?,네 넣어드립니다,기본반찬요구
단무지는 다 따라오는가 예?,단무지는 챙겨달라고 요청하시면 챙겨드립니다,기본반찬요구
단무지는 더 먹으려면 어떻게 해야 돼요?,이쪽에 있어요,기본반찬요구
반찬요,반찬은 좀 있다가 드릴게요,기본반찬요구
반찬은 뭐 나와요?,오징어와 야채 볶은 거요,기본반찬종류문의
기본 반찬이 세 가진가요 저렇게?,네,기본반찬종류문의
기본 반찬 뭐 뭐 있는데요?,깍두기하고 고추하고 양파요,기본반찬종류문의
국은 어떤 거 나와요?,황태국이요,기본반찬종류문의
생선은 어떤 거 들어가요? 제가 못 먹는 게 있어서,고등어 갈치 가자미 오늘은 그렇게 세 가지 있어요,기본반찬종류문의
반찬은 뭐 뭐예요?,국하고 생선하고 반찬하고 다 나옵니다,기본반찬종류문의
생선은 뭔데요?,꽁치 아니면 고등어 나가요,기본반찬종류문의
생선 반찬 올라오는 거 있어요?,정식에 생선 기본으로 나가요,기본반찬종류문의
남은 음식 포장해 주시겠어요?,네 포장해 드리겠습니다,남은음식포장요구
죄송한데 이거 포장 좀 해주시겠어요? 제가 배가 너무 불러갖고,네,남은음식포장요구
혹시 이거 다 못 먹으면 포장해 주세요,네네,남은음식포장요구
남으면 포장도 해주나요?,몇 개요? 나중에 드시고 말씀해주세요,남은음식포장요구
다 못 먹으면 혹시 테이크아웃 해주시는가요?,됩니다,남은음식포장요구
혹시 다 못 먹게 되면 포장해주시는가요?,네,남은음식포장요구
빨리 가야 돼서 다 못 먹을 거 같은데 포장할 수 있어요?,네 알겠습니다 바로 포장해드리께요,남은음식포장요구
배가 불러서요 좀 포장해갈 수 있을까요?,포장해드릴게요,남은음식포장요구
빵 남은 거 좀 싸주실 수 있어요?,네 가능하세요,남은음식포장요구
죄송하지만 먹다 남은 이거 포장 좀 해주시겠어요?,네 포장해드릴게요,남은음식포장요구
죄송한데요 돈가스만 조금 포장해 주실 수 있어요?,네 포장해드릴게요,남은음식포장요구
제가 혹시 다 못 먹으면 포장해주시는가요?,네,남은음식포장요구
다 못 먹으면 테이크아웃 되죠?,네,남은음식포장요구
음식 남은 것 포장 좀 해주시겠어요?,적은 양은 포장해 드릴 수 있는 용기가 없어요,남은음식포장요구
이거 조금 남았는데 포장 좀 해주실 수 있나요?,네 잠시 기다리세요. 까만 비닐에다가 담아 드릴게요,남은음식포장요구
혹시 남으면 포장?,네 해드릴게요,남은음식포장요구
요것만 포장 좀 해 주실 수 있어요?,네,남은음식포장요구
김밥 싸가도 되죠?,네,남은음식포장요구
남으면 혹시 포장 같은 것도 해주고 해요?,네 포장해드려요,남은음식포장요구
남으면 포장되지요?,네 남으면 해드릴게요,남은음식포장요구
다 못 먹으면 포장도 해주나요?,네,남은음식포장요구
이 인분 중에 일 인분만 먹고 나머지는 포장되는가?,그래도 되죠,남은음식포장요구
이거 못 먹으면 싸주실 수 있어요?,예예,남은음식포장요구
남은 거 포장 좀 해주실 수 있어요?,네 기계 예열이 올라야 해서 조금 기다리셔야 해요,남은음식포장요구
혹시 다 못 먹으면 테이크아웃도 해주시지요?,네,남은음식포장요구
남으면 포장해가도 되지요?,네 그렇게 하세요,남은음식포장요구
네 다 못 먹을 거 같아서 남으면 싸주실 수 있어요?,네,남은음식포장요구
가락국수만 먹어도 배 찰 거 같은데 이거 남으면 싸주시나요?,예,남은음식포장요구
남은 거 포장 좀 해주세요,네,남은음식포장요구
다 못 먹었는데 포장 좀 해주세요,네,남은음식포장요구
다 못 먹으면 포장도 해주나요?,남은 거 포장해드릴게요,남은음식포장요구
이거 다 못 먹어서 그런데 이것만 포장해주세요,네,남은음식포장요구
먹던 건데 포장 좀 가능한가요?,네 저희가 잘라서 포장해드릴게요. 칠천 원입니다,남은음식포장요구
혹시 남으면 포장해 주시는 가요?,네,남은음식포장요구
먹다가 많으면 포장은 해주시죠?,남으면 가져가셔도 됩니다,남은음식포장요구
낙지는 생낙지에요?,아닙니다,냉동인지생물인지문의
생태가 아니고 동태인 거죠?,동태입니다,냉동인지생물인지문의
낙지 닭갈비에 들어가는 낙지는 냉동이죠?,네 냉동 낙지 써요,냉동인지생물인지문의
과일주스는 생과일인가요?,아니요 냉동이에요,냉동인지생물인지문의
네 물티슈도 주세요,알겠습니다,넵킨물수건요청
물티슈 좀 부탁드립니다,가져다드리겠습니다,넵킨물수건요청
물티슈 좀 가져다주세요,네 알겠습니다,넵킨물수건요청
휴지 좀 더 가져다주세요,네 휴지 가져다드릴게요,넵킨물수건요청
앞치마 있나요?,음식이랑 같이 가져다드릴게요,넵킨물수건요청
물티슈도 4개만 가져다주세요,네 곧 가져다드리겠습니다,넵킨물수건요청
휴지도 하나 있으면 넣어주세요,휴지는 이거 조금 잘라가지고 가세요,넵킨물수건요청
물휴지 하나만 주시겠어요?,네,넵킨물수건요청
휴지는 없나요?,휴지는 이쪽 끝에 있어요,넵킨물수건요청
물티슈 한 장만 주세요,네,넵킨물수건요청
예 물휴지 있어요?,네,넵킨물수건요청
물휴지도 좀 갖다 주세요,네,넵킨물수건요청
물휴지 하나 더 주세요,네,넵킨물수건요청
물티슈 하나 들고 가도 돼요?,네 들고 가세요,넵킨물수건요청
여기 물수건 좀 주세요,네,넵킨물수건요청
여기 물티슈 한 장만 주시겠어요?,여기요,넵킨물수건요청
여기 물티슈 한 장만 주세요,네,넵킨물수건요청
물티슈 두 개만 주시겠어요?,네 드릴게요,넵킨물수건요청
물티슈 있나요?,네 드릴게요,넵킨물수건요청
물티슈 있어요?,가져다드릴게요,넵킨물수건요청
물수건은 혹시 테이블 서랍 안에 들어있나요?,아니요 준비해 드릴게요,넵킨물수건요청
물휴지도 있으면 같이 넣어주세요,네,넵킨물수건요청
혹시 물수건 있어요?,아니요 물수건은 없어요,넵킨물수건요청
냅킨은 어디 있어요?,여기 옆에 벽에 있어요,넵킨물수건요청
단체석으로 예약할 수 있을까요?,네 8명부터 룸으로 예약이 가능합니다,단체석문의
단체 모임도 받아요?,그럼요,단체석문의
여기 이 장소에서 모임도 좀 해요?,단체로 열 분 정도 오셔서 드시거나 예약해서 오세요,단체석문의
여기 단체 회식도 할 수 있어요?,저희가 한 번에 받을 수 있는 인원이 열두 명까지예요,단체석문의
모임 여기서 하려고 하면?,전화하시면 돼요,단체석문의
오후 두시면 점심시간대라 단체석이 가능할까요?,네 열명 자리는 가능하실 것 같습니다,단체석요구
몇 분 정도 받을 수 있어요?,테이블 다섯 개 스무 명이요,단체석요구
저녁에 단체 손님도 받으세요?,네,단체석요구
몇 명까지 돼요?,다 붙이면 삼사십 명은 될 거예요,단체석요구
여기 혹시 모임 같은 것도 할 수 있어요?,네 많이 와요,단체석요구
모임 같은 것도 해요?,우리는 배달 전문이라서요 따로 하는 건 없어요,단체석요구
얼마나 기다려야 하나요?,10분만 기다리시면 돼요,대기시간문의
얼마나 기다려야 하나요?,10분 정도 예상합니다,대기시간문의
얼마나 기다려야 하나요?,한 5분 정도면 자리가 납니다,대기시간문의
얼마나 기다려야 하나요?,20분 정도 기다리셔야 합니다,대기시간문의
많이 기다려야 되죠?,여기 자리 있어요 치우면 바로 앉으시면 돼요,대기시간문의
오래 기다려야 해요?,조금만 있으면 자리 납니다 밖에서 기다려주세요,대기시간문의
웨이팅 있나요?,아니요 없습니다.,대기자수문의
다음 저예요?,네 얼마 안 기다려도 돼요,대기자수문의
순댓국이랑 얼큰 순댓국이랑 차이점이 뭐죠?,얼큰 순댓국에는 다진 양념이랑 내장이 조금 더 들어가요,두메뉴의차이에대한질문
차이가 뭔가요?,가격이 높을수록 회가 추가되고 5만 원은 소갈비구이가 추가됩니다,두메뉴의차이에대한질문
A코스와 B코스 다른 점이 뭔가요?,A코스는 총 메뉴가 3가지가 나오고 B코스는 4가지 나옵니다,두메뉴의차이에대한질문
이 두 메뉴의 차이는 뭔가요?,식사가 가락국수로 나오느냐 밥으로 나오느냐의 차이입니다,두메뉴의차이에대한질문
해물순두부는 같은 건데 낙지만 들어가는 거예요?,네 낙지만요,두메뉴의차이에대한질문
항아리 돈가스보다 좀 더 작아요?,네,두메뉴의차이에대한질문
왕돈가스하고 크기는 똑같아요?,이게 약간 작아요,두메뉴의차이에대한질문
제가 시킨 거랑 똑같은 거예요?,아니요 저거는 소스가 뿌려져서 나와요 시키신 거는 소스 따로 나와요,두메뉴의차이에대한질문
모둠 초밥이랑 정식이랑 뭐가 달라요?,다릅니다,두메뉴의차이에대한질문
돼지보다 순대가 더 맛있어요?,네 순대에 돼지도 들어가니까 순대 안 좋아하시면 되지 국밥 드시면 돼요,두메뉴의차이에대한질문
부을 짬뽕하고 짬뽕은 차이가 뭐예요?,부을 짬뽕은 매운 거 많이 들어가고요,두메뉴의차이에대한질문
김치찜은 한옥집하고 같은 거예요?,예 그런 스타일이에요,두메뉴의차이에대한질문
그럼 오복 누룽지탕하고 좀 다릅니까?,오복은 삼복 누룽지탕에 닭 가슴살하고 여러 가지 더 추가돼요,두메뉴의차이에대한질문
쟁반 짜장면하고 즉석 맛 짜장면하고 어떻게 틀려요?,맛 짜장은 돼지고기 들어가고요 쟁반짜장은 해물 들어가요,두메뉴의차이에대한질문
부을 짬뽕하고 짬뽕하고 뭐 어떻게 달라요?,짬뽕보다 부을 짬뽕이 조금 더 매우면서 해물이 더 많이 들어가요,두메뉴의차이에대한질문
안 뜨거운 거로 먹으려고 하는데 곤드레 비빔밥이랑 본 나물 비빔밥이랑 어떻게 달라요?,본 나물 비빔밥은 기본 여섯 가지나물 들어가고요 곤드레는 곤드레 넣어서 갓 지은 밥에다가 곤드레만 올라가요,두메뉴의차이에대한질문
짬뽕하고 나가사키 짬뽕하고 뭐가 틀려요?,짬뽕은 고춧가루가 들어가고요 나가사키는 고춧가루가 안 들어갑니다,두메뉴의차이에대한질문
몽골리안 비프 하나랑 찰스 스파이스 치킨이랑 프라이스 치킨 중에 단맛이 조금 덜한 게 어떤 거예요?,프라이스 치킨이 단맛이 좀 덜하고요,두메뉴의차이에대한질문
간짜장하고 쟁반짜장하고 어떻게 다른 거예요?,간짜장은 야채를 춘장하고 같이 볶고 쟁반짜장은 해물이 들어가서 일반 짜장보다 조금 더 나가는 거예요 일반은 야채가 크고 간짜장은 야채가 작아요,두메뉴의차이에대한질문
튀긴 만두랑 그냥 만두랑 다른 거죠?,군만두와 다르죠,두메뉴의차이에대한질문
만촌 짬뽕하고 그냥 짬뽕하고 뭐가 달라요?,똑같은데 이름만 다른 거예요,두메뉴의차이에대한질문
중국집 야끼 가락국수하고 이거 하고 똑같아요?,저희가 낙지 들어가고 해물 들어가고 약간 소스만 좀 다르고 불 맛나고 매콤한 거는 똑같아요,두메뉴의차이에대한질문
매콤 크림 돈가스는 카르보나라랑 비슷한 건가요?,네,두메뉴의차이에대한질문
고르곤졸라 작은 사이즈 하나랑요 빠네 크림 파스타 이거 하나 이게 디너로 나가요?,지금 디너로 나와요,디너메뉴문의
이거는 디저트로 먹는 거예요?,네 디저트에요,디저트메뉴문의
디저트는 뭐가 나와요?,디저트는 따로 없고요 치즈케이크나 아니면 티라미수 케이크 있어요,디저트메뉴문의
디저트 커피 없죠?,저기 정수기 위에 있어요,디저트메뉴문의
그리고 디저트도 제공되나요?,아니요 저희 디저트는 따로 없어요,디저트메뉴문의
라면 기계가 어떤 거예요?,라면 자동으로 끓여주는 기계가 있어요,라면기계문의
점심 특선이 따로 있나요?,네 있습니다,런치메뉴주문문의
