question,answer,intent
정동진 가서 바람이나 쐬야겠다.,잘 놀다 오세요.,0
정리 불가,차근차근 해보세요.,0
정리가 안돼,차근차근 해보세요.,0
정수리 냄새,머리 좀 감으세요.,0
정수리 냄새 난 거 아니야?,머리 좀 감으세요.,0
정시 퇴근하고 집에 가는 중,쉬고 나면 힘이 날거예요 맛있는 것도 드세요,0
정신 못차리겠다.,다른 사람의 삶에 한눈팔며 살기에는 자신의 인생이 너무나도 소중합니다.,0
정신없을수록 침착해야지,심호흡해보세요.,0
정신적으로 스트레스를 너무 주는데 이런 사람은 어떻게 상대해?,아무말도 하지말고 침묵하세요.,0
정신줄 어디 갔나,정신 차리세요.,0
정신차리고 싶어,다른 사람의 삶에 한눈팔며 살기에는 자신의 인생이 너무나도 소중합니다.,0
정신차리라고 한 마디 해줘,나 자신에 집중하세요. 언제나 1순위에 자신을 두세요.,0
정장 사야겠지,사면 요긴하긴 할 거 같아요.,0
정장 한 벌 필요할 듯,사면 요긴하긴 할 거 같아요.,0
제 2 외국어 뭐할까,요즘은 잘 안 배우는 언어도 좋은 거 같아요.,0
제2외국어 뭐 선택할까,요즘은 잘 안 배우는 언어도 좋은 거 같아요.,0
제급기 없거든,저도 없어요.,0
제대로 평가해줘,제가 그럴 위치가 안돼요.,0
제사 없어졌으면,좋은 의미를 생각해보세요.,0
제사를 너무 많이 해,좋은 의미를 생각해보세요.,0
제습기가 필요해,저도 없어요.,0
제자리걸음만 하는 듯,발전이 없다고 너무 두려워하지 마세요.,0
제주도 가고 싶다.,저도 데려가 주세요.,0
제주도 가고 싶어,당장 비행기표 예약하세요.,0
제주도 가서 살까?,아름다운 곳이죠.,0
제주도 놀러 가고 싶어요.,저도 데려가 주세요.,0
제주도 바닷가 가고 싶어,당장 비행기표 예약하세요.,0
제주도로 떠나야겠다.,여행 좋죠!,0
조교하면 공부하기 힘들겠지.,노력하는 모습이 좋아 보여요.,0
조교하면서 공부할까?,노력하는 모습이 좋아 보여요.,0
조금만 기다려 줬으면 좋겠다,상대방에게 너무 무거운 짐을 주지 마세요.,0
조급하고 초초하다,마음이 조급해지면 자꾸만 악수를 둘 가능성이 높아집니다.,0
조명빨 좋다.,멋져 보여요!,0
조명빨인가,멋져 보여요!,0
조모임 왜 이케 많아,요즘은 팀워크가 더 중요해졌어요.,0
조별 과제 발표 하기 싫어,역할 분담을 잘 해보세요.,0
조별 발표 왜 이렇게 많이 시키지,요즘은 팀워크가 더 중요해졌어요.,0
조별 발표 하기 싫어,역할 분담을 잘 해보세요.,0
조심조심,안전이 최고죠!,0
조심할 게 많아,무서운 세상이죠.,0
조용히 있고 싶어,저 나가면 될까요?,0
조용히 지나가면 될까?,어떤 일이냐에 따라 다를 거 같아요.,0
조용히 지나갈까?,어떤 일이냐에 따라 다를 거 같아요.,0
조카 선물 고르기 어렵네,살짝 물어보세요.,0
조카 선물 뭐 사주지,살짝 물어보세요.,0
조카 오는 거 싫어,방문 열어주지 마세요.,0
조카 입학 선물,가방은 어때요.,0
조카 입학 선물 뭐 사냐,가방은 어때요.,0
조카들 너무 귀찮게 해,방문 열어주지 마세요.,0
졸려,오늘 일찍 주무세요.,0
졸린데 못 자겠어.,고민이 많은가 봅니다.,0
졸린데 잠이 안 와,고민이 많은가 봅니다.,0
졸업 사진 망했다,망해도 자연스러우면 좋겠네요.,0
졸업 사진 잘 못 찍었어,망해도 자연스러우면 좋겠네요.,0
졸업 선물 뭐가 좋을까,살짝 물어보세요.,0
졸업 선물 추천,살짝 물어보세요.,0
졸업식 가야겠지,축하드려요,0
졸업식에 가도 되나,졸업식에 가서 축하해주세요.,0
졸업식에 가도 될까,졸업식에 가서 축하해주세요.,0
졸업이다,축하드려요,0
좀 더 가까워지고 싶어,마음을 더 열어보세요.,0
좀 맞자,저는 오래 살고 싶어요.,0
좀 쉬면서 애기 키워야 할 듯,좋은 곳에서 일하시나봐요.,0
종이에 손 베였어,소독하고 약 바르세요.,0
좋긴 한데 귀찮아,귀차니즘을 극복 하셔야해요.,0
좋아 죽을거 같아,좋아하시니까 좋네요.,0
좋아하는 게 뭔지 모르겠어,다양하게 경험해보세요.,0
좋아하는 애랑 같은 반 됐으면 좋겠다,당신의 운을 믿어보세요.,0
좋은 관계 어떻게 유지하지,서로에게 좋은 영향을 주는 관계입니다.,0
좋은 관계란 뭘까,서로에게 좋은 영향을 주는 관계입니다.,0
좋은 대학 나온 거 부러워,다른 능력을 채워보세요.,0
좋은 대학 나온 사람 부러워,다른 능력을 채워보세요.,0
좋은 사람들은 다 어디 갔을까,가려 가며 만나면 돼요.,0
좋은 아침,좋은 아침이에요.,0
좋은 점이 없어,사소한 거라도 있을 거예요.,0
좌절 중이야,이제 일어날 때예요.,0
주고 받았던 편지도 버려야겠지?,버릴 건 버려야지요.,0
주눅들어서 말을 못하겠어,별 거 아니라고 생각해보세요.,0
주량 센데 솔직하게 이야기해도 될까?,주량은 낮춰 이야기하는 게 좋을 거예요.,0
주량 쎈 게 좋은 건가?,세다고 너무 많이 드시면 안돼요.,0
주름도 멋져,멋진 나이테죠.,0
주름도 멋진 사람,멋진 나이테죠.,0
주름살 생겼어,아름다운 나이테예요.,0
주름살이 조금씩 생긴다.,있어도 예뻐요.,0
주말에 놀꺼 추천,저랑 놀아요.,0
주말에 늦잠자고 브런치 먹으면서 수다 떨고 싶어,완벽한 주말이네요.,0
주말에 데이트 해야지!,즐거운 주말 보내실 것 같네요.,0
주말에 뭐 하고 놀까?,저랑 놀아요.,0
주말에 스키장 간다!,설레겠어요.,0
주말에도 헬스하러 많이 오네.,같이 운동하게 좋겠네요.,0
주말인데 헬스장에 사람이 많네,같이 운동하게 좋겠네요.,0
주식 대박 남!,주식으로 망하는건 한순간이예요.,0
주식 망했어,주식으로 돈버는사람은 몇명 없대요.,0
주식으로 돈 많이 벌었어,주식으로 망하는건 한순간이예요.,0
주식이 떨어졌어,주식으로 돈버는사람은 몇명 없대요.,0
주워담지 못할 말을 했어,두고두고 후회하겠네요.,0
주제 넘은 짓 한거 같아,주제를 모를 때가 행복할 때예요.,0
주차장에 자리가 없어,한바퀴만 더 돌면 짠하고 나타날 거예요,0
주차장이 꽉 찼어,한바퀴만 더 돌면 짠하고 나타날 거예요,0
주차하다 긁었어,속 쓰리겠어요.,0
주차할데 없어서 짜증나,한바퀴만 더 돌면 짠하고 나타날 거예요,0
주택 청약 가입,내 집 마련의 한 걸음을 내딛으셨네요.,0
주택 청약 시작!,내 집 마련의 한 걸음을 내딛으셨네요.,0
주택청약 들었어,내 집에 한 걸음 더 다가갔네요.,0
주행 연습 끝났어,안전 운전 하세요.,0
죽고 싶다,당신을 소중하게 생각하세요.,0
죽어도 아무도 모르겠지,나쁜 생각 하지 마세요.,0
죽을 때까지 함께하고 싶다,프로포즈해보세요.,0
죽을 때까지 함께하고 싶은 사람이 생겼어,프로포즈해보세요.,0
죽을래?,저는 오래 살고 싶어요.,0
줄 길거 같아,커피 한잔 마시며 기다려보세요.,0
중2 아들 때매 고민이야,사춘기인가봅니다.,0
중2 히스테리 알아?,힘들 때네요.,0
중2병,힘들 때네요.,0
중2병 이라더니 진짜 속썩일 줄이야,사춘기인가봅니다.,0
중2병인거 같아,힘들 때네요.,0
중간이 없어,그 조차 매력이겠죠.,0
중고 거래 했어,알뜰한 소비 하셨네요.,0
중고로 사길 잘 한거 같아,좋은 선택 하셨네요.,0
중고로 샀어,알뜰한 소비 하셨네요.,0
중고로 잘 산 거 같애,좋은 선택 하셨네요.,0
중국 발령 날 수도 있어,새로운 곳에서 적응하고 더 잘할 수 있을 거예요.,0
중국 출장 가야할 수도 있어,새로운 곳에서 적응하고 더 잘할 수 있을 거예요.,0
중국어 공부할까?,나중에 도움이 될 거예요.,0
중국어 배울려면 학원 다녀야 할까,혼자해도 좋고 학원을 다녀도 좋아요.,0
중국어 있는게 좋겠지?,중문 있으면 좋아요.,0
중국어 학원 다녀야 하나,혼자해도 좋고 학원을 다녀도 좋아요.,0
중국어 혼자 공부 가능한가?,혼자해도 좋고 학원을 다녀도 좋아요.,0
중국으로 진출해볼까?,좀 더 알아보고 하세요.,0
중문 있는게 낫겠지?,중문 있으면 좋아요.,0
중소기업이라도 취직할까?,일하는 것 자체가 중요하죠.,0
중소기업인데 그냥 취직할까?,일하는 것 자체가 중요하죠.,0
중요한 발표 기다리고 있어,행운을 빌어요.,0
즐기며 살고 싶어,현재를 즐기면서 행복하게 사세요.,0
증거도 없으면서 나만 의심해,평소의 행실을 되돌아보세요.,0
지가 피해자래,분명한 잘못이네요.,0
지갑 까먹었다.,다른 반에서 빌려보세요.,0
지갑 바꿀까,신상으로 바꾸세요.,0
지갑 안 가져왔다,다른 반에서 빌려보세요.,0
지갑 없어졌어,잘 찾아보세요.,0
지갑 잃어버림,잘 찾아보세요.,0
지금 나한테 장난친거,아니길 바라요.,0
지금 내가 해야 할 것,멍 때리기,0
지금 노력한다고 될까,중요한 건 노력하는 과정이에요.,0
지금 자면 밤에 못 자겠지?,낮잠은 20분만 자세요.,0
지금 자면 밤에 못 자는데 졸려,낮잠은 20분만 자세요.,0
지금 행복해,현재를 즐기세요!,0
지금까지 일만 하고 산 거 같애,자신의 인생을 사세요.,0
지금이라도 중국어 공부할까?,나중에 도움이 될 거예요.,0
지기 너무 싫어,질 때도 있고 이길 때도 있는 거예요.,0
지는 거 싫어,지는 걸로 스트레스 받지 마세요.,0
지는 거 좋은 사람은 없겠지,지는 걸로 스트레스 받지 마세요.,0
지는 게 진짜 싫어,질 때도 있고 이길 때도 있는 거예요.,0
지방 와서 친구가 없어,친구를 사귀어 보세요.,0
지진 걱정돼,한국도 위험해요. 지진시 대피방법을 알아두세요.,0
지진 안나겠지,한국도 안전하지 않아요. 지진시 대피방법을 알아두세요.,0
지진나면 어떡하지?,한국도 위험해요. 지진시 대피방법을 알아두세요.,0
지진나면 어떡해?,한국도 안전하지 않아요. 지진시 대피방법을 알아두세요.,0
지하철에 발 디딜 틈도 없다.,맨 앞이나 맨 뒤에 타세요.,0
지하철에 사람이 너무 많아,맨 앞이나 맨 뒤에 타세요.,0
지하철에 자리가 없어,그런 날이 있죠.,0
지하철에서 겁나 멋진 사람 발견! 말 시켜 볼까,용기가 필요한 순간이네요.,0
지하철에서 괜찮은 사람 봤는데 말 시켜 볼까,용기가 필요한 순간이네요.,0
직구로 사면 싸겠지,좋은 거 사나봐요.,0
직구로 사야지,좋은 거 사나봐요.,0
직장 가기 싫어,직장 스트레스가 심한가봐요.,0
직장생활 시작했어,처음에는 많이 어렵겠지만 차차 적응해 나갈거예요.,0
직장에서 나만 일 시켜,직장 스트레스 심하겠네요.,0
직장에서 너무 괴롭혀,직장 스트레스 심하겠네요.,0
직장에서 따돌림 당함,직장 스트레스 심하겠네요.,0
직장에서 상사가 괴롭혀.,이유가 있지 않을까요.,0
직장에서 왕따 당하고 있어,직장 스트레스 심하겠네요.,0
직장에서 자꾸 혼나는데 그만둬야할까?,고칠 점은 고치면서 조금만 더 버텨보세요.,0
직장에서 화풀이 대상 같은데 그만둬야 할까?,고칠 점은 고치면서 조금만 더 버텨보세요.,0
직장운 없는 거 같애,이직을 생각해보세요.,0
직장이 괴롭다,직장 스트레스 심하겠네요.,0
직장이 맘에 든적이 없는 거 같애,이직을 생각해보세요.,0
직장인도 방학 필요해,잠시 쉬어가도 괜찮아요.,0
진급 누락됐어,다음에는 꼭 진급할 거예요.,0
진급에서 나만 누락됐어,기회가 다시 올 거예요.,0
진급에서 나만 빠졌어,기회가 다시 올 거예요.,0
진급하고 싶어,열심히 하면 할 수 있을 거예요.,0
진급할 때가 된 거 같은데,열심히 하면 할 수 있을 거예요.,0
진급해야 할텐데,열심히 하면 할 수 있을 거예요.,0
진담을 농담처럼 하는 사람,똑같이 해주세요.,0
진정으로 즐거운 게 뭘까?,할 일이 많은데 안하는 것이요.,0
진짜 내가 되고 싶어,다른 사람들이 원하는 내가 되는 건 어려워요.,0
진짜 너무하네,잘 해결되길 바랄게요.,0
진짜 되도 않는 소리하네,세상에 별별 사람들이 다 있죠.,0
진짜 말도 안돼,그런 일이 많이 생기죠.,0
진짜 무력하다,잘할 수 있는 게 다른 거예요.,0
진짜 별 사람이 다 있어,정말 특이한 사람 많죠.,0
진짜 열심히 해야지,좋은 태도네요.,0
진짜 완전체가 있어,상대를 용서하면서 분출할 수 있는 탈출구를 찾아보세요.,0
진짜 이제 한계야,당신의 잠재력을 믿어보세요.,0
진짜 친구 몇 명 있어야 돼?,한 명만 있어도 충분해요.,0
진짜 친구 사귀고 싶어,진심으로 다가가면 친구가 될 수 있을 거예요.,0
진짜 친구가 없는 거 같애,친구가 들으면 서운해 할 수도 있겠어요.,0
진짜 피곤한 날,푹 쉬세요.,0
진한 커피 한잔,마시면 좋죠.,0
짐 싸야돼 귀찮아,버릴 건 버리세요.,0
집 가는 중,조심히 오세요.,0
집 나가서 혼자 살고 싶다.,혼자 사는 것도 나쁘지 않아요.,0
집 다와서 사귀던 남자애 만났어,남이니 신경쓰지 마세요.,0
집 망한 거 같은데,집에 도움이 되려고 노력해보세요.,0
집 밖에 나가기 싫어,오늘은 그냥 뒹굴뒹글 같이 놀아요.,0
집 사고 싶어,같이 살고 싶은 사람이 있나봐요.,0
집 샀어,내 집 마련 축하드려요.,0
집 아예 샀어,내 집 마련 축하드려요.,0
집 예쁘게 꾸미고 싶어.,나만의 공간으로 꾸며보세요.,0
집 팔거야,좋은 결정이길 바랍니다.,0
집 팔려고,좋은 결정이길 바랍니다.,0
집나가도 갈 데가 없어,선생님이나 기관에 연락해보세요.,0
집나갈까,무모한 결정을 내리지 마세요.,0
집들이 귀찮아,안해도 괜찮을 거예요,0
집들이 누구 초대해?,초대하고 싶은 사람들이요.,0
집들이 선물 뭐 사갈까,필요한게 어떤건지 물어보세요.,0
집들이 선물 뭐가 좋아,필요한게 어떤건지 물어보세요.,0
집들이 어떻게 해,쉽게 준비하는방법이 있는지 검색해서 준비해 보세요.,0
집들이 하기 싫어,쉽게 준비하는방법이 있는지 검색해서 준비해 보세요.,0
집들이 하라네,하고 안하고는 집주인 마음이죠.,0
집들이 해야겠지?,하고 안하고는 집주인 마음이죠.,0
집들이고 뭐고 다 귀찮다,안해도 괜찮을 거예요,0
집들이는 보통 누구를 초대하나?,초대하고 싶은 사람들이요.,0
집안일 너무 많다.,매일 조금씩 해보세요.,0
집안일 쌓여 있다,하나씩 하세요.,0
집안일 어려워,조금씩 잘 하게 될거예요,0
집안일 해도 해도 안 끝나,조금씩 조금씩 해보세요.,0
집안일 해도해도 끝이 없어,매일 조금씩 해보세요.,0
집안일을 못하겠어,조금씩 잘 하게 될거예요,0
집안일이 너무 많아,하나씩 하세요.,0
집안일이 안 끝나,조금씩 조금씩 해보세요.,0
집앞에서 전남친 만남,남이니 신경쓰지 마세요.,0
집에 간다,조심히 오세요.,0
